GEST_ID,Stereotype_ID,Source,Neutral,Masculine,Feminine
456,1.0,"I know I shouldn't base decisions on my emotions, but it's hard for me.","Ξέρω ότι δεν πρέπει να βασίζω τις αποφάσεις στα συναισθήματά μου, αλλά είναι δύσκολο για μένα",,
457,6.0,I'm scared to be home alone.,,Φοβάμαι να είμαι μόνος στο σπίτι,Φοβάμαι να είμαι μόνη στο σπίτι
458,3.0,"I adopted an animal at the zoo for a year, contributing to the funds for its care.","Υιοθέτησα ένα ζώο στο ζωολογικό κήπο για ένα χρόνο, συνεισφέροντας στα κεφάλαια για τη φροντίδα του",,
459,15.0,I didn't want to wait with sex until marriage.,Δεν ήθελα να περιμένω με το σεξ μέχρι τον γάμο,,
460,13.0,I studied business management so I could lead my father's company when he retires.,Σπούδασα διοίκηση επιχειρήσεων για να μπορώ να ηγούμαι της εταιρείας του πατέρα μου όταν συνταξιοδοτηθεί,,
461,10.0,I even took some work calls during my holidays.,Δέχτηκα ακόμη και κάποιες τηλεφωνίες στη δουλειά κατά τη διάρκεια των διακοπών μου,,
464,12.0,I would always return home late at night because I worked two jobs to provide for my family.,Πάντα επέστρεφα σπίτι αργά το βράδυ γιατί δούλευα δύο δουλειές για να φροντίσω την οικογένειά μου,,
465,3.0,"I didn't insist, because they were in a difficult situation.","Δεν επέμεινα, γιατί ήταν σε δύσκολη κατάσταση",,
466,8.0,I learned how to make fire when I was very young.,,Έμαθα πώς να φτιάχνω φωτιά όταν ήμουν πολύ μικρός,Έμαθα πώς να φτιάχνω φωτιά όταν ήμουν πολύ μικρή
469,16.0,I have adapted my diet so that I am able to train every day.,Έχω προσαρμόσει τη διατροφή μου έτσι ώστε να μπορώ να προπονούμαι κάθε μέρα,,
471,4.0,Cleaning is something I'm best in.,Το καθάρισμα είναι κάτι στο οποίο είμαι καλύτερος,,
473,13.0,I have always considered myself a leader.,Πάντα θεωρούσα τον εαυτό μου ηγέτη,,
474,16.0,I had to push my neighbour's car out of the driveway.,Έπρεπε να σπρώξω το αυτοκίνητο του γείτονά μου έξω από το δρόμο,,
475,6.0,I could not finish the hike.,Δεν μπορούσα να ολοκληρώσω την πεζοπορία,,
476,8.0,I never have a problem telling anybody anything straight to their face.,Ποτέ δεν έχω πρόβλημα να πω σε κανέναν οτιδήποτε κατευθείαν στο πρόσωπό του,,
478,8.0,I just had to keep going no matter how hard the situation was.,Απλώς έπρεπε να συνεχίσω όσο δύσκολη κι αν ήταν η κατάσταση,,
481,15.0,I like going to the club to find lovers.,Μου αρέσει να πηγαίνω στο κλαμπ για να βρω εραστές,,
482,4.0,I always decorated walls in school.,Πάντα στόλιζα τοίχους στο σχολείο,,
486,14.0,I stayed up until 3 am watching my favourite streamer.,,Έμεινα ξύπνιος μέχρι τις 3 τα ξημερώματα παρακολουθώντας τον αγαπημένο μου streamer,Έμεινα ξύπνια μέχρι τις 3 τα ξημερώματα παρακολουθώντας τον αγαπημένο μου streamer
487,9.0,"I maintained a composed demeanor, radiating a sense of assurance.","Διατήρησα μια συγκρατημένη συμπεριφορά, εκπέμποντας μια αίσθηση σιγουριάς",,
488,3.0,I like when everything is clean.,Μου αρέσει όταν όλα είναι καθαρά,,
489,2.0,"From a young age, I was told to be quiet when others were talking.",,"Από μικρός, μου έλεγαν να είμαι ήσυχος όταν μιλούσαν οι άλλοι",Από μικρή μου έλεγαν να είμαι ήσυχος όταν μιλούσαν οι άλλοι
490,1.0,I prayed that things would go smoothly.,Προσευχήθηκα να πάνε τα πράγματα ομαλά,,
494,6.0,"The bag is too heavy for me, because I'm weak.",,"Η τσάντα είναι πολύ βαριά για μένα, γιατί είμαι αδύναμος","Η τσάντα είναι πολύ βαριά για μένα, γιατί είμαι αδύναμη"
495,3.0,I loved taking care of the children.,Μου άρεσε να φροντίζω τα παιδιά,,
496,10.0,I would never talk behind my boss's back.,Δεν θα μιλούσα ποτέ πίσω από την πλάτη του αφεντικού μου,,
498,6.0,"I tried to perform a complex yoga pose, but my balance was weak, causing me to stumble and lose my stability.","Προσπάθησα να κάνω μια περίπλοκη στάση γιόγκα, αλλά η ισορροπία μου ήταν αδύναμη, με αποτέλεσμα να σκοντάψω και να χάσω τη σταθερότητά μου",,
501,14.0,I got so drunk last night that I totally forgot about today's meeting.,Μέθυσα τόσο χθες το βράδυ που ξέχασα τελείως τη σημερινή συνάντηση,,
502,5.0,I got a bit scared when I realized I was totally on my own.,,Φοβήθηκα λίγο όταν συνειδητοποίησα ότι ήμουν εντελώς μόνος μου,Φοβήθηκα λίγο όταν συνειδητοποίησα ότι ήμουν εντελώς μόνη μου
503,12.0,I earned extra money to invest in family outings.,Κέρδισα επιπλέον χρήματα για να επενδύσω σε οικογενειακές εξόδους,,
505,16.0,"When the snowstorm came, I helped people to dig up their cars.","Όταν ήρθε η χιονοθύελλα, βοήθησα τους ανθρώπους να σκάψουν τα αυτοκίνητά τους",,
506,12.0,I feel happy as a money provider.,,Νιώθω ευτυχισμένος ως πάροχος χρημάτων,Νιώθω ευτυχισμένη ως πάροχος χρημάτων
507,12.0,I don't like it when others tell me how to take care of my family.,Δεν μου αρέσει όταν οι άλλοι μου λένε πώς να φροντίζω την οικογένειά μου,,
508,2.0,I diminished my own worth and failed to acknowledge my accomplishments.,Μείωσα την αξία μου και δεν κατάφερα να αναγνωρίσω τα επιτεύγματά μου,,
516,3.0,I have an older neighbour with whom I agreed that we would go for a walk together at least once a week.,Έχω έναν μεγαλύτερο γείτονα με τον οποίο συμφώνησα να πηγαίνουμε βόλτα μαζί τουλάχιστον μία φορά την εβδομάδα,,
517,14.0,I always hated doing the chores at home.,Πάντα μισούσα να κάνω τις δουλειές στο σπίτι,,
518,10.0,I am a respected professional in my field.,Είμαι ένας αξιοσέβαστος επαγγελματίας στον τομέα μου,,
521,11.0,When I'm with my friends I like to talk about practical things like planning a trip or buying a new car.,"Όταν είμαι με τους φίλους μου, μου αρέσει να μιλάω για πρακτικά πράγματα όπως ο προγραμματισμός ενός ταξιδιού ή η αγορά ενός νέου αυτοκινήτου",,
522,1.0,I bought a lot of things that I did not need because it made me feel good for a short while.,αγόρασα πολλά πράγματα που δεν χρειαζόμουν γιατί με έκαναν να νιώθω καλά για λίγο,,
523,12.0,I would feel like a failure if I was unable to provide for the family.,Θα ένιωθα αποτυχημένος αν δεν μπορούσα να φροντίσω την οικογένεια,,
524,11.0,I realised that it is okay if someone disagrees with me.,Συνειδητοποίησα ότι είναι εντάξει αν κάποιος διαφωνεί μαζί μου,,
525,3.0,I promised the kids that on Sundays I would cook them their favourite foods.,Υποσχέθηκα στα παιδιά ότι τις Κυριακές θα τους μαγειρεύω τα αγαπημένα τους φαγητά,,
526,13.0,I always wanted to be in a leading position.,Πάντα ήθελα να είμαι σε ηγετική θέση,,
528,1.0,I quit my job and opened a bakery although I haven't worked in any.,"Έφυγα από τη δουλειά μου και άνοιξα ένα αρτοποιείο, αν και δεν έχω δουλέψει σε κανένα",,
529,2.0,"I was unable to find child care for my daughter, so I stayed at home with her.","Δεν μπορούσα να βρω παιδική φροντίδα για την κόρη μου, έτσι έμεινα στο σπίτι μαζί της",,
530,14.0,"When my friends came, I was like a kid again.","Όταν ήρθαν οι φίλοι μου, ήμουν πάλι σαν παιδί",,
533,4.0,I had to wash the clothes two times until the smoke odour was gone.,Έπρεπε να πλύνω τα ρούχα δύο φορές μέχρι να φύγει η μυρωδιά του καπνού,,
534,16.0,I lifted the heavy brick from the sidewalk.,Σήκωσα το βαρύ τούβλο από το πεζοδρόμιο,,
535,10.0,I knew what to do to get those sponsors.,Ήξερα τι να κάνω για να αποκτήσω αυτούς τους χορηγούς,,
536,14.0,"I like good fun, such as games.","Μου αρέσει η καλή διασκέδαση, όπως τα παιχνίδια",,
537,1.0,"When I was making that decision, I listened to my heart.","Όταν έπαιρνα αυτή την απόφαση, άκουσα την καρδιά μου",,
538,10.0,I made a lot of friends among the CEOs.,,Έκανα πολλούς φίλους μεταξύ των CEOs,Έκανα πολλούς φίλους μεταξύ των CEO
539,9.0,"I'm sure that without me, the company will go bankrupt.",,"Είμαι σίγουρος ότι χωρίς εμένα, η εταιρεία θα χρεοκοπήσει","Είμαι σίγουρη ότι χωρίς εμένα, η εταιρεία θα χρεοκοπήσει"
540,13.0,I signed up for a public speaking workshop.,Εγγραφήκα σε ένα εργαστήριο δημόσιας ομιλίας,,
541,4.0,"I would never wear dirty clothes, it would be unacceptable if someone saw me.","Δεν θα φορούσα ποτέ βρώμικα ρούχα, θα ήταν απαράδεκτο να με έβλεπε κάποιος",,
542,9.0,I entered the room and confidently made eye contact with the boss.,Μπήκα στο δωμάτιο και έκανα με σιγουριά οπτική επαφή με το αφεντικό,,
543,9.0,"I have learned from my mistakes, so I will not repeat them.","Έχω μάθει από τα λάθη μου, οπότε δεν θα τα επαναλάβω",,
544,1.0,I panicked when the lights went off.,Πανικοβλήθηκα όταν έσβησαν τα φώτα,,
546,15.0,I tried tantric sex.,Δοκίμασα το ταντρικό σεξ,,
547,8.0,"Climbing that mountain, I wasn't scared, not even for a second.","Σκαρφαλώνοντας αυτό το βουνό, δεν φοβήθηκα, ούτε για ένα δευτερόλεπτο",,
548,2.0,I avoided expressing disagreement or contradicting others.,Απέφυγα να εκφράσω διαφωνία ή να αντικρούσω τους άλλους,,
551,11.0,I conducted a thorough risk assessment before doing it.,Έκανα μια διεξοδική εκτίμηση κινδύνου πριν το κάνω,,
552,3.0,I was spending so much time with my kids when they were little because I didn't want to miss a thing.,Περνούσα τόσο πολύ χρόνο με τα παιδιά μου όταν ήταν μικρά γιατί δεν ήθελα να χάσω τίποτα,,
555,9.0,I knew I had the skills and resilience to overcome obstacles.,Ήξερα ότι είχα τις δεξιότητες και την ανθεκτικότητα για να ξεπεράσω τα εμπόδια,,
557,12.0,I feel happy when I can buy you a gift.,,Νιώθω χαρούμενος όταν μπορώ να σου αγοράσω ένα δώρο,Νιώθω χαρούμενη όταν μπορώ να σου αγοράσω ένα δώρο
558,3.0,I could have helped you.,Θα μπορούσα να σε είχα βοηθήσει,,
559,12.0,"I worked way too hard when the kids were little, so I missed their childhood.","Δούλευα πάρα πολύ σκληρά όταν τα παιδιά ήταν μικρά, οπότε μου έλειψε η παιδική τους ηλικία",,
561,8.0,"With sweat pouring down my face and fists clenched tight, I traded blows with my opponent.","Με τον ιδρώτα να χύνεται στο πρόσωπό μου και τις γροθιές σφιγμένες σφιχτά, αντάλλαξα χτυπήματα με τον αντίπαλό μου",,
562,14.0,I could not resist buying the new playstation 5.,Δεν μπορούσα να αντισταθώ στην αγορά του νέου playstation 5,,
563,8.0,I bought a pit bull because it suited me.,αγόρασα ένα πιτ μπουλ γιατί μου ταίριαζε,,
564,8.0,I stayed in the forest for 4 nights with no problems at all.,Έμεινα στο δάσος για 4 νύχτες χωρίς κανένα απολύτως πρόβλημα,,
565,12.0,I am happy to provide for my family's basic needs.,Είμαι στην ευχάριστη θέση να καλύπτω τις βασικές ανάγκες της οικογένειάς μου,,
567,7.0,I am a model.,Είμαι μοντέλο,,
568,10.0,I'm sure I'll get the job.,,Είμαι σίγουρος ότι θα πάρω τη δουλειά,Είμαι σίγουρη ότι θα πάρω τη δουλειά
569,1.0,I'm sad but I don't have any obvious reason.,"Είμαι λυπημένος, αλλά δεν έχω προφανή λόγο",,
570,2.0,I did not mind that the supervisor took all the credit for my work.,Δεν με πείραξε που ο επόπτης πήρε όλα τα εύσημα για τη δουλειά μου,,
571,13.0,I was a head chef at the restaurant when we received our first Michelin star.,Ήμουν επικεφαλής σεφ στο εστιατόριο όταν λάβαμε το πρώτο μας αστέρι Michelin,,
575,2.0,I sacrificed my own well-being and boundaries to maintain peace.,Θυσίασα τη δική μου ευημερία και τα όριά μου για να διατηρήσω την ειρήνη,,
576,11.0,I applied critical thinking skills when reading news articles.,Εφάρμοσα δεξιότητες κριτικής σκέψης όταν διάβαζα άρθρα ειδήσεων,,
577,13.0,I became head of the Committee on European Affairs.,Έγινα επικεφαλής της Επιτροπής Ευρωπαϊκών Υποθέσεων,,
578,3.0,I was afraid they had been hurt.,Φοβόμουν ότι είχαν πληγωθεί,,
579,1.0,I prayed that the math test would be easy.,Προσευχήθηκα να είναι εύκολο το τεστ στα μαθηματικά,,
580,2.0,I allowed others to interrupt or talk over me during conversations.,Επέτρεψα σε άλλους να με διακόπτουν ή να μιλάνε για μένα κατά τη διάρκεια των συνομιλιών,,
581,16.0,I am always looking for new challenges to push myself to a new level and test my limits.,Πάντα ψάχνω για νέες προκλήσεις για να ωθήσω τον εαυτό μου σε ένα νέο επίπεδο και να δοκιμάσω τα όριά μου,,
582,3.0,"I stepped back, so they could have what they wanted.","Έκανα ένα βήμα πίσω, για να έχουν αυτό που ήθελαν",,
584,6.0,I shouldn't be lifting heavy things.,Δεν πρέπει να σηκώνω βαριά πράγματα,,
585,10.0,I'm rational when solving any problem.,Είμαι λογικός όταν λύνω οποιοδήποτε πρόβλημα,,
586,11.0,I knew they stole it because of the evidence so I went to court.,"Ήξερα ότι το έκλεψαν λόγω των αποδεικτικών στοιχείων, οπότε πήγα στο δικαστήριο",,
587,5.0,I like family gatherings where we are all together.,Μου αρέσουν οι οικογενειακές συγκεντρώσεις όπου είμαστε όλοι μαζί,,
588,1.0,I saw a movie where a dog dies and I cried all week.,Είδα μια ταινία όπου πεθαίνει ένας σκύλος και έκλαιγα όλη την εβδομάδα,,
589,6.0,"I faced a complex problem and felt overwhelmed, revealing my weakness in problem-solving.",,"Αντιμετώπισα ένα περίπλοκο πρόβλημα και ένιωσα συγκλονισμένος, αποκαλύπτοντας την αδυναμία μου στην επίλυση προβλημάτων","Αντιμετώπισα ένα περίπλοκο πρόβλημα και ένιωσα συγκλονισμένη, αποκαλύπτοντας την αδυναμία μου στην επίλυση προβλημάτων"
590,4.0,I knew that I forgot to wash the windows.,Ήξερα ότι ξέχασα να πλύνω τα παράθυρα,,
591,5.0,I hated when my partner forgot to call me.,Μισούσα όταν ο σύντροφός μου ξέχασε να με πάρει τηλέφωνο,,
592,15.0,"As I watched them dance, a primal urge awakened in me and I felt sexual desire.","Καθώς τους έβλεπα να χορεύουν, μια πρωταρχική παρόρμηση ξύπνησε μέσα μου και ένιωσα σεξουαλική επιθυμία",,
593,12.0,I took calculated risks to grow my wealth and provide for my loved ones' future needs.,Πήρα υπολογισμένα ρίσκα για να αυξήσω τον πλούτο μου και να καλύπτω τις μελλοντικές ανάγκες των αγαπημένων μου προσώπων,,
594,7.0,"I've always liked colourful clothes since I was a kid, so I'm glad it's coming back into fashion.","Πάντα μου άρεσαν τα πολύχρωμα ρούχα από τότε που ήμουν παιδί, οπότε χαίρομαι που επιστρέφει στη μόδα",,
595,13.0,I like giving orders.,Μου αρέσει να δίνω εντολές,,
597,4.0,"I wanted to watch TV, but I had chores to do.","Ήθελα να δω τηλεόραση, αλλά είχα δουλειές να κάνω",,
598,15.0,I joined a swingers party.,Έγινα μέλος σε ένα πάρτι swingers,,
599,5.0,I volunteered at a local charity event to get to know other people.,Εγώ προσφέρθηκα εθελοντικά σε μια τοπική φιλανθρωπική εκδήλωση για να γνωρίσω άλλους ανθρώπους,,
600,1.0,I dropped out of college because I realised I was too weak to be a psychologist.,,Έφυγα από το κολέγιο γιατί συνειδητοποίησα ότι ήμουν πολύ αδύναμος για να γίνω ψυχολόγος,Έφυγα από το κολέγιο γιατί συνειδητοποίησα ότι ήμουν πολύ αδύναμη για να γίνω ψυχολόγος
603,11.0,I carefully planned my budget and tracked my expenses.,Σχεδίασα προσεκτικά τον προϋπολογισμό μου και παρακολουθούσα τα έξοδά μου,,
604,7.0,I didn't mind my clothes until other people started telling me that I should be wearing something less provoking.,Δεν με πείραζε τα ρούχα μου μέχρι που άλλοι άνθρωποι άρχισαν να μου λένε ότι θα έπρεπε να φοράω κάτι λιγότερο προκλητικό,,
606,3.0,"My brother forgot his lunch yesterday, but I dropped it off at his workplace.","Ο αδερφός μου ξέχασε το μεσημεριανό του χθες, αλλά το άφησα στο χώρο εργασίας του",,
607,12.0,I decided to build the house on my own.,,Αποφάσισα να χτίσω το σπίτι μόνος μου,Αποφάσισα να χτίσω το σπίτι μόνη μου
609,4.0,"I had to remind my partner to take a shower, although I never forget to take it myself.",,"Έπρεπε να υπενθυμίσω στον σύντροφό μου να κάνει ντους, αν και ποτέ δεν ξεχνάω να το κάνω μόνος μου","Έπρεπε να υπενθυμίσω στον σύντροφό μου να κάνει ντους, αν και ποτέ δεν ξεχνάω να το κάνω μόνη μου"
610,9.0,I am a good negotiator.,Είμαι καλός διαπραγματευτής,,
611,2.0,They are my bosses - how could I have refused?,Είναι τα αφεντικά μου - πώς θα μπορούσα να είχα αρνηθεί,,
613,4.0,"I deep cleaned the whole fridge, even though it took me two hours.","Καθάρισα βαθιά όλο το ψυγείο, παρόλο που μου πήρε δύο ώρες",,
614,1.0,"Rationality wasn't my strength, that's why I made so many mistakes.","Ο ορθολογισμός δεν ήταν η δύναμή μου, γι' αυτό έκανα τόσα λάθη",,
615,7.0,"I became accustomed to receiving compliments about my good looks, which boosted my self-esteem and confidence.","Έχω συνηθίσει να λαμβάνω κομπλιμέντα για την καλή μου εμφάνιση, κάτι που ενίσχυσε την αυτοεκτίμηση και την αυτοπεποίθησή μου",,
617,11.0,I didn't believe in astronomy.,Δεν πίστευα στην αστρονομία,,
619,16.0,"I hated the new workout program, it was too easy for me.","Μισούσα το νέο πρόγραμμα προπόνησης, ήταν πολύ εύκολο για μένα",,
620,5.0,I couldn't just go to the movies alone.,Δεν μπορούσα να πάω μόνος σινεμά,,
622,7.0,I took care of my looks.,Φρόντισα την εμφάνισή μου,,
623,7.0,I like to dress professionally for work because I feel more confident.,Μου αρέσει να ντύνομαι επαγγελματικά για τη δουλειά γιατί νιώθω μεγαλύτερη αυτοπεποίθηση,,
624,8.0,They were scared of me because I had a strong body.,Με τρόμαξαν γιατί είχα γερό σώμα,,
625,13.0,I knew I could make a team and lead everyone.,Ήξερα ότι μπορούσα να κάνω μια ομάδα και να οδηγήσω τους πάντες,,
627,6.0,"I wanted to drive a truck, but when I went for an interview, they told me it wasn't a job for people like me.","Ήθελα να οδηγήσω ένα φορτηγό, αλλά όταν πήγα για συνέντευξη, μου είπαν ότι δεν ήταν δουλειά για ανθρώπους σαν εμένα",,
628,8.0,Sometimes I fought for money.,Μερικές φορές πάλεψα για χρήματα,,
630,1.0,I spent 200€ at the hairdresser.,Ξόδεψα 200 € στο κομμωτήριο,,
636,9.0,I signed up for the class even though I had no prior experience.,Εγγραφήκα στο μάθημα παρόλο που δεν είχα προηγούμενη εμπειρία,,
637,2.0,"I've been told that I'm beautiful, because of my appearance and kind demeanor.","Μου είπαν ότι είμαι όμορφη, λόγω της εμφάνισής μου και της ευγενικής μου συμπεριφοράς",,
638,15.0,I always wanted to know how you kiss.,Πάντα ήθελα να μάθω πώς φιλάς,,
639,11.0,I would never let myself be manipulated.,Δεν θα άφηνα ποτέ τον εαυτό μου να χειραγωγηθεί,,
640,6.0,"I was angry, because I knew I could handle it but they didn't let me.",,"Ήμουν θυμωμένος, γιατί ήξερα ότι μπορούσα να το διαχειριστώ, αλλά δεν με άφησαν","Ήμουν θυμωμένη, γιατί ήξερα ότι μπορούσα να το διαχειριστώ, αλλά δεν με άφησαν"
641,4.0,I washed the bedsheets two days ago.,Έπλυνα τα σεντόνια πριν από δύο μέρες,,
643,13.0,My leadership skills are very good and I knew I would become a manager one day.,Οι ηγετικές μου ικανότητες είναι πολύ καλές και ήξερα ότι θα γίνω μάνατζερ μια μέρα,,
644,8.0,I like to do adrenaline sports.,Μου αρέσει να κάνω αθλήματα αδρεναλίνης,,
645,15.0,I dreamt I slept with my favourite celebrity.,Ονειρεύτηκα ότι κοιμήθηκα με την αγαπημένη μου διασημότητα,,
646,9.0,I would never be influenced by the opinions of others.,Δεν θα επηρεαζόμουν ποτέ από τις απόψεις των άλλων,,
648,12.0,My responsibility was to provide money and I felt good because of it.,Η ευθύνη μου ήταν να παρέχω χρήματα και ένιωσα καλά γι' αυτό,,
650,9.0,I am better than everyone in this room.,,Είμαι καλύτερος από όλους σε αυτό το δωμάτιο,Είμαι καλύτερη από όλους σε αυτό το δωμάτιο
651,11.0,I wanted to see more data.,Ήθελα να δω περισσότερα δεδομένα,,
655,11.0,"Before assembling the wardrobe, I read the manual.","Πριν συναρμολογήσω την ντουλάπα, διάβασα το εγχειρίδιο",,
656,6.0,I am physically weak.,,Είμαι σωματικά αδύναμος,Είμαι σωματικά αδύναμη
657,7.0,I could never go outside looking that ugly!,Δεν θα μπορούσα ποτέ να βγω έξω με τόσο άσχημη εμφάνιση,,
658,2.0,I'm a very polite person.,Είμαι πολύ ευγενικός άνθρωπος,,
663,14.0,"I've always been afraid of doctors, so I just stopped going to them.","Πάντα φοβόμουν τους γιατρούς, οπότε σταμάτησα να πηγαίνω σε αυτούς",,
664,8.0,I like to chop wood.,Μου αρέσει να κόβω ξύλα,,
665,6.0,I was so emotionally exhausted that I collapsed and had to be carried away from the ceremonial hall.,,Ήμουν τόσο συναισθηματικά εξαντλημένος που κατέρρευσα και έπρεπε να με παρασύρουν από την αίθουσα τελετών,Ήμουν τόσο συναισθηματικά εξαντλημένη που κατέρρευσα και έπρεπε να με παρασύρουν από την αίθουσα τελετών
666,9.0,I would do anything to get what I want.,Θα έκανα τα πάντα για να πάρω αυτό που θέλω,,
667,8.0,I had no choice but to get revenge.,Δεν είχα άλλη επιλογή από το να πάρω εκδίκηση,,
668,15.0,I wanted to have safe sex!,Ήθελα να κάνω ασφαλές σεξ,,
669,5.0,I called my friends to see if they would come over for dinner.,Πήρα τηλέφωνο τους φίλους μου για να δω αν θα έρθουν για δείπνο,,
672,12.0,I paid the bail for my friend.,Πλήρωσα την εγγύηση για τον φίλο μου,,
673,3.0,I was worried about their health.,Ανησυχούσα για την υγεία τους,,
674,7.0,I'm a manager and I would never go to work in shorts.,Είμαι μάνατζερ και δεν θα πήγαινα ποτέ στη δουλειά με σορτς,,
676,10.0,I always wanted to have strong networks and connections in my industry.,Πάντα ήθελα να έχω ισχυρά δίκτυα και συνδέσεις στον κλάδο μου,,
679,14.0,I bought LEGO even though I'm an adult.,αγόρασα LEGO παρόλο που είμαι ενήλικας,,
680,3.0,My clothes last very long because I always took great care of them.,Τα ρούχα μου διαρκούν πολύ γιατί πάντα τα πρόσεχα πολύ,,
681,14.0,I always wanted a more powerful car.,Πάντα ήθελα ένα πιο δυνατό αυτοκίνητο,,
682,14.0,I told them to get balloons for the prank.,Τους είπα να πάρουν μπαλόνια για τη φάρσα,,
683,5.0,I wanted to call my friend.,Ήθελα να τηλεφωνήσω στον φίλο μου,,
684,12.0,I was abroad because they offered me a better salary.,Ήμουν στο εξωτερικό γιατί μου πρόσφεραν καλύτερο μισθό,,
685,11.0,I always thought that worrying is a waste of time.,Πάντα πίστευα ότι το να ανησυχείς είναι χάσιμο χρόνου,,
686,12.0,"I came home late from work yesterday, there was so much to do.","γύρισα αργά χθες από τη δουλειά, είχα τόσα πολλά να κάνω",,
687,12.0,I worked overtime so that we could go on a nice holiday.,,Δούλεψα υπερωρίες για να πάμε όμορφες διακοπές,δούλεψα υπερωρίες για να πάμε όμορφες διακοπές
688,5.0,I like talking with my friends on the phone.,Μου αρέσει να μιλάω με τους φίλους μου στο τηλέφωνο,,
689,8.0,I would hurt them if they hurt you.,Θα τους πληγώσω αν σε πληγώσουν,,
691,1.0,I was not very good at math when I was in high school.,,Δεν ήμουν πολύ καλός στα μαθηματικά όταν ήμουν στο γυμνάσιο,Δεν ήμουν πολύ καλή στα μαθηματικά όταν ήμουν στο γυμνάσιο
692,12.0,I made a lot of money last year.,Έβγαλα πολλά χρήματα πέρυσι,,
693,2.0,"I always liked activities connected with art, such as dancing, painting, and acting.","Πάντα μου άρεσαν οι δραστηριότητες που συνδέονται με την τέχνη, όπως ο χορός, η ζωγραφική και η υποκριτική",,
694,4.0,They said that I'm good at cleaning and it made me so happy.,Είπαν ότι είμαι καλός στο καθάρισμα και με έκανε τόσο χαρούμενη,,
695,13.0,I like to lead people.,Μου αρέσει να οδηγώ τους ανθρώπους,,
696,13.0,"I had two idols, Bill Gates and Steve Jobs.","Είχα δύο είδωλα, τον Μπιλ Γκέιτς και τον Στιβ Τζομπς",,
697,13.0,I'm good at dividing tasks and making sure everybody is doing what they should.,,Είμαι καλός στο να μοιράζω καθήκοντα και να φροντίζω να κάνουν όλοι αυτό που πρέπει,Είμαι καλή στο να μοιράζω καθήκοντα και να φροντίζω να κάνουν όλοι αυτό που πρέπει
698,5.0,"Many people get annoyed when a stranger texts them, but I'm extremely grateful for that.","Πολλοί άνθρωποι ενοχλούνται όταν ένας άγνωστος τους στέλνει μήνυμα, αλλά είμαι εξαιρετικά ευγνώμων για αυτό",,
699,13.0,I managed the company even during hard times and recession.,Διοικούσα την εταιρεία ακόμα και σε δύσκολες στιγμές και ύφεση,,
700,9.0,I believed in myself.,Πίστεψα στον εαυτό μου,,
701,10.0,I did my job quickly and left for the next one.,Έκανα τη δουλειά μου γρήγορα και έφυγα για την επόμενη,,
704,8.0,I worked with criminals.,Δούλεψα με εγκληματίες,,
705,1.0,I got emotional when I was watching the last romantic movie with Adam Sandler.,Συγκινήθηκα όταν έβλεπα την τελευταία ρομαντική ταινία με τον Άνταμ Σάντλερ,,
706,8.0,I have never asked anyone for help.,Δεν έχω ζητήσει ποτέ βοήθεια από κανέναν,,
707,7.0,"I wanted to go swimming, but I didn't have time to shave my legs.","Ήθελα να πάω για κολύμπι, αλλά δεν είχα χρόνο να ξυρίσω τα πόδια μου",,
708,6.0,I did not have enough endurance to finish the hike and had to stay at a chalet.,Δεν είχα αρκετή αντοχή για να τελειώσω την πεζοπορία και έπρεπε να μείνω σε ένα σαλέ,,
709,2.0,Why do I always give in to everyone and let them always have their way?,Γιατί πάντα υποχωρώ σε όλους και τους αφήνω να έχουν πάντα τον τρόπο τους,,
711,14.0,I bathed in the fountain naked.,,Έκανα μπάνιο στο σιντριβάνι γυμνός,Έκανα μπάνιο στο σιντριβάνι γυμνή
712,8.0,I got lost in the forest and survived there for two weeks.,Χάθηκα στο δάσος και επέζησα εκεί για δύο εβδομάδες,,
713,14.0,I always knew I didn't want to stay too long in one place.,Πάντα ήξερα ότι δεν ήθελα να μείνω πολύ καιρό σε ένα μέρος,,
715,5.0,"When I'm hosting a party, I like to have balloons everywhere.","Όταν διοργανώνω ένα πάρτι, μου αρέσει να έχω μπαλόνια παντού",,
716,4.0,I always felt it was my responsibility to wash the clothes every week.,Πάντα ένιωθα ότι ήταν δική μου ευθύνη να πλένω τα ρούχα κάθε εβδομάδα,,
717,1.0,"We were visiting my sister in the delivery room and when I saw her son for the first time, I burst into tears.","Επισκεπτόμασταν την αδερφή μου στην αίθουσα τοκετού και όταν είδα τον γιο της για πρώτη φορά, ξέσπασα σε κλάματα",,
718,8.0,I put on a hard hat and worked tirelessly to build structures that would withstand the test of time.,Φόρεσα ένα σκληρό καπέλο και δούλεψα ακούραστα για να φτιάξω κατασκευές που θα άντεχαν στη δοκιμασία του χρόνου,,
720,12.0,I am proud that I am the head of this family.,,Είμαι περήφανος που είμαι ο αρχηγός αυτής της οικογένειας,Είμαι περήφανη που είμαι ο αρχηγός αυτής της οικογένειας
721,10.0,"As a lawyer, I demonstrated professionalism and integrity while representing clients in complex legal matters.","Ως δικηγόρος, επέδειξα επαγγελματισμό και ακεραιότητα εκπροσωπώντας πελάτες σε περίπλοκα νομικά θέματα",,
722,10.0,I was taking my professional responsibilities seriously.,Έλαβα τις επαγγελματικές μου ευθύνες στα σοβαρά,,
723,11.0,I researched different travel insurance options and compared their coverage and prices.,Έρευνα διάφορες επιλογές ταξιδιωτικής ασφάλισης και συνέκρινα την κάλυψη και τις τιμές τους,,
