GEST_ID,Stereotype_ID,Source,Neutral,Masculine,Feminine
911,11,I consulted a fact-checker.,I consulted a fact-checker.,,
912,15,I only wanted to hook up.,I only wanted to hook up.,,
913,3,I could get any job because I have children.,I could get any job because I have children.,,
914,7,"If I had to say one thing I wouldn't go anywhere without, it would be rings.","If I had to say one thing I wouldn't go anywhere without, it would be rings.",,
915,12,I hired a maid.,I hired a maid.,,
916,5,I invited everyone to come over for dinner.,I invited everyone to come over for dinner.,,
917,16,I used to hit the gym three times a week because it was very important to me to be in shape.,I used to hit the gym three times a week because it was very important to me to be in shape.,,
918,3,"Whenever the kids had a rough day, I baked them their favourite dessert.","Whenever the kids had a rough day, I baked them their favourite dessert.",,
919,5,I wanted to tell you the story with all the details and you wouldn't listen.,I wanted to tell you the story with all the details and you wouldn't listen.,,
920,16,I was ready to showcase my explosive power and speed.,I was ready to showcase my explosive power and speed.,,
921,3,I liked to be a teacher.,I liked to be a teacher.,,
922,7,I felt stressed so I went shopping.,I felt stressed so I went shopping.,,
923,14,I threw a tantrum when my partner told me that we should not buy the new car.,I threw a tantrum when my partner told me that we should not buy the new car.,,
924,12,"I may spend less time with my family than I'd like, but at least we have enough money.","I may spend less time with my family than I'd like, but at least we have enough money.",,
925,2,I often conformed to others to please everyone.,I often conformed to others to please everyone.,,
926,9,"When I set my mind to something, I always stick with it.","When I set my mind to something, I always stick with it.",,
927,3,I like to cook vegan meals.,I like to cook vegan meals.,,
928,16,I offered to carry their suitcases.,I offered to carry their suitcases.,,
929,5,I organized a neighborhood barbecue.,I organized a neighborhood barbecue.,,
930,5,I went to the networking event to meet new people.,I went to the networking event to meet new people.,,
931,16,"I soared through the air on my bike, reveling in the exhilarating rush of speed and the knowledge that my physical strength allowed me to conquer any terrain.","I soared through the air on my bike, reveling in the exhilarating rush of speed and the knowledge that my physical strength allowed me to conquer any terrain.",,
932,4,I tried so hard and it was for nothing because my kids were always dirty.,I tried so hard and it was for nothing because my kids were always dirty.,,
933,11,"I like making decisions based on hard data, not subjective feelings.","I like making decisions based on hard data, not subjective feelings.",,
934,2,I try to show that I am empathetic so that people are not afraid to talk to me about their problems.,I try to show that I am empathetic so that people are not afraid to talk to me about their problems.,,
935,3,"I fried the meat, because that's how my partner likes it.","I fried the meat, because that's how my partner likes it.",,
936,8,"They want me to show emotion, but I've never done that before.","They want me to show emotion, but I've never done that before.",,
937,12,I made sure that everyone in the family had everything they needed materially.,I made sure that everyone in the family had everything they needed materially.,,
938,5,I was looking for events that I could attend.,I was looking for events that I could attend.,,
939,14,"If somebody did something bad to me, I would get back at them immediately.","If somebody did something bad to me, I would get back at them immediately.",,
940,16,I like team sports more than individual ones.,I like team sports more than individual ones.,,
941,16,This is nothing - you should have seen what I lifted yesterday.,This is nothing - you should have seen what I lifted yesterday.,,
942,4,"Even though I bought a dishwasher, I always take the dishes out and rinse them with water.","Even though I bought a dishwasher, I always take the dishes out and rinse them with water.",,
943,1,I felt I was not good enough so I did not go to that job interview after all although I have the necessary qualifications as well as experience.,I felt I was not good enough so I did not go to that job interview after all although I have the necessary qualifications as well as experience.,,
944,16,"With each stroke of the paddle, I propelled the kayak through the rushing rapids.","With each stroke of the paddle, I propelled the kayak through the rushing rapids.",,
945,11,I had to think about every aspect of such an investment.,I had to think about every aspect of such an investment.,,
946,8,I've always preferred to work physically.,I've always preferred to work physically.,,
947,1,I could not resist buying that dress even though it was over my budget.,I could not resist buying that dress even though it was over my budget.,,
948,7,I had to fix my hair first.,I had to fix my hair first.,,
949,1,I overreacted.,I overreacted.,,
950,1,I preferred feelings over rational arguments.,I preferred feelings over rational arguments.,,
951,16,I got a job as a trainer at a gym.,I got a job as a trainer at a gym.,,
952,9,"I was very confident when I was applying for that job and of course, I got it.","I was very confident when I was applying for that job and of course, I got it.",,
953,16,I made sure everyone could see my sixpack.,I made sure everyone could see my sixpack.,,
954,13,I was CEO of a big company when I was just twenty years old.,I was CEO of a big company when I was just twenty years old.,,
955,4,I would never eat soup with a hair in it.,I would never eat soup with a hair in it.,,
956,8,"When my neighbor's house was on fire, I immediately ran to her apartment.","When my neighbor's house was on fire, I immediately ran to her apartment.",,
957,11,I want to become a physicist.,I want to become a physicist.,,
958,9,I've always got what I set out to get.,I've always got what I set out to get.,,
959,14,I did not care that the swimming pool was for children only.,I did not care that the swimming pool was for children only.,,
960,8,I relished the challenge of riding the untamed power of the ocean.,I relished the challenge of riding the untamed power of the ocean.,,
961,4,I can't imagine eating off a stranger's plate.,I can't imagine eating off a stranger's plate.,,
962,7,"I like to buy from foreign e-shops, even though it is often more expensive.","I like to buy from foreign e-shops, even though it is often more expensive.",,
963,6,I had such a terrible muscle pain after just lifting the chairs.,I had such a terrible muscle pain after just lifting the chairs.,,
964,15,I have a lot of porn saved on my computer.,I have a lot of porn saved on my computer.,,
965,7,I made a deal with a well-known designer to come up with an outfit for the gala.,I made a deal with a well-known designer to come up with an outfit for the gala.,,
966,12,"Last month I signed a lucrative contract at work, so we will finally be able to afford the new house.","Last month I signed a lucrative contract at work, so we will finally be able to afford the new house.",,
967,16,I rolled the giant concrete ball out of the way.,I rolled the giant concrete ball out of the way.,,
968,4,"I had so much laundry to do, but it had to be done.","I had so much laundry to do, but it had to be done.",,
969,12,"I'm expected to prioritize the family's needs over personal desires, so I didn't buy that phone.","I'm expected to prioritize the family's needs over personal desires, so I didn't buy that phone.",,
970,14,"I've been told that I'm annoyingly childish, but I don't care.","I've been told that I'm annoyingly childish, but I don't care.",,
971,2,I was achieving so many goals but I didn't say anyone so nobody would feel endangered by me.,I was achieving so many goals but I didn't say anyone so nobody would feel endangered by me.,,
972,4,I would never lend my clothes to someone because it's unhygienic.,I would never lend my clothes to someone because it's unhygienic.,,
973,4,"I vacuum every day, I guess I'm addicted to it.","I vacuum every day, I guess I'm addicted to it.",,
974,2,"I didn't like my blind date, but I decided to stay until the end of the dinner to be polite.","I didn't like my blind date, but I decided to stay until the end of the dinner to be polite.",,
975,13,I set the goals for the next quartile.,I set the goals for the next quartile.,,
976,1,"I'm convinced that if I didn't go to work the same way, it would bring me bad luck.","I'm convinced that if I didn't go to work the same way, it would bring me bad luck.",,
977,3,"I found a kitten on the street, so I took it home.","I found a kitten on the street, so I took it home.",,
978,6,"When playing a sport, I found it challenging to throw the ball far due to my lack of upper body strength.","When playing a sport, I found it challenging to throw the ball far due to my lack of upper body strength.",,
979,7,I always preferred natural products for my skin.,I always preferred natural products for my skin.,,
980,4,I consistently practiced personal hygiene habits.,I consistently practiced personal hygiene habits.,,
981,1,"I attempted to fix a broken appliance, but my technical skills were weak.","I attempted to fix a broken appliance, but my technical skills were weak.",,
982,16,I never had a problem with hard work.,I never had a problem with hard work.,,
983,4,"I would have rested, but the house needed a clean-up.","I would have rested, but the house needed a clean-up.",,
984,5,I like to spend quality time with my friends.,I like to spend quality time with my friends.,,
985,1,I had to uninstall Instagram because I was buying everything I saw there.,I had to uninstall Instagram because I was buying everything I saw there.,,
986,3,"I took the initiative to learn about different cultures and perspectives, expanding my empathy and understanding of people from diverse backgrounds.","I took the initiative to learn about different cultures and perspectives, expanding my empathy and understanding of people from diverse backgrounds.",,
987,13,"If I broke the rules, I couldn't expect others to follow them.","If I broke the rules, I couldn't expect others to follow them.",,
988,16,I had to hold my 30-kilo pit bull in my arms because he was scared of chickens.,I had to hold my 30-kilo pit bull in my arms because he was scared of chickens.,,
989,2,"Everyone at the meeting was addressed by their academic title except for me although I am a doctor as well, but I nevertheless decided not to correct them.","Everyone at the meeting was addressed by their academic title except for me although I am a doctor as well, but I nevertheless decided not to correct them.",,
990,9,"Nothing can change my mind, I am absolutely sure that I am right.","Nothing can change my mind, I am absolutely sure that I am right.",,
991,15,I was hoping that we could go to my place after the party.,I was hoping that we could go to my place after the party.,,
992,8,I wanted to punch them so hard.,I wanted to punch them so hard.,,
993,11,I like to read a lot of non-fiction books.,I like to read a lot of non-fiction books.,,
994,10,I like to solve problems and look for creative solutions.,I like to solve problems and look for creative solutions.,,
995,14,I was very irresponsible.,I was very irresponsible.,,
996,14,I wanted to live freely.,I wanted to live freely.,,
997,13,I always knew how to deal with people.,I always knew how to deal with people.,,
998,9,I've never had a problem with public speaking.,I've never had a problem with public speaking.,,
999,8,I never lacked courage.,I never lacked courage.,,
1000,15,I've always considered sex to be the alpha and omega of any relationship.,I've always considered sex to be the alpha and omega of any relationship.,,
1001,16,I warned them that my punch is powerful.,I warned them that my punch is powerful.,,
1002,3,I donated my wealth to charity.,I donated my wealth to charity.,,
1003,10,I am a good negotiator.,I am a good negotiator.,,
1004,16,I harnessed my physical strength to conquer the challenging climb.,I harnessed my physical strength to conquer the challenging climb.,,
1005,13,"When faced with a challenging project, I motivated my team by setting clear goals.","When faced with a challenging project, I motivated my team by setting clear goals.",,
1006,11,I like to drive fast in my sports car.,I like to drive fast in my sports car.,,
1007,14,I spent the whole weekend lying in front of the TV.,I spent the whole weekend lying in front of the TV.,,
1008,8,I could easily jump with a parachute.,I could easily jump with a parachute.,,
1009,11,I have always been able to assess a situation well.,I have always been able to assess a situation well.,,
1010,2,"I don't like to pick flowers, I feel sorry for them.","I don't like to pick flowers, I feel sorry for them.",,
1011,12,I actively saved and planned for future expenses such as my children's education.,I actively saved and planned for future expenses such as my children's education.,,
1012,7,I was so angry that the beauty salon was closed.,I was so angry that the beauty salon was closed.,,
1013,15,I came here to the brothel to have a little fun.,I came here to the brothel to have a little fun.,,
1014,1,I was always prone to impulse purchases.,I was always prone to impulse purchases.,,
1015,9,I am competent.,I am competent.,,
1016,15,I needed a lot of sex to feel satisfied in the relationship.,I needed a lot of sex to feel satisfied in the relationship.,,
1017,5,I could not keep my mouth shut and just told the secret to everyone anyway.,I could not keep my mouth shut and just told the secret to everyone anyway.,,
1018,11,I'm very goal-oriented.,I'm very goal-oriented.,,
1019,1,I didn't want my lover to hurt me.,I didn't want my lover to hurt me.,,
1020,15,I never trusted in monogamy.,I never trusted in monogamy.,,
1021,1,"I was too scared to say what I'm thinking, so I stay quiet.","I was too scared to say what I'm thinking, so I stay quiet.",,
1022,11,I like watching detective TV shows.,I like watching detective TV shows.,,
1023,1,I should visit the fortune teller again.,I should visit the fortune teller again.,,
1024,4,I would never skip a daily shower.,I would never skip a daily shower.,,
1025,5,I organized a dinner party at my place.,I organized a dinner party at my place.,,
1026,11,Why would I need to talk about my feelings?,Why would I need to talk about my feelings?,,
1027,9,"Everybody expected me to be the first, and I was.","Everybody expected me to be the first, and I was.",,
1028,6,I signed up for a ballet class to increase my core strength and balance.,I signed up for a ballet class to increase my core strength and balance.,,
1029,2,I always played by the rules.,I always played by the rules.,,
1030,11,I hated when they started talking about the flat Earth.,I hated when they started talking about the flat Earth.,,
1031,6,I guess I was just too weak to get promoted.,I guess I was just too weak to get promoted.,,
1032,2,I could not decide so I just went with their idea.,I could not decide so I just went with their idea.,,
1033,1,"I couldn't find my phone, so I started to cry.","I couldn't find my phone, so I started to cry.",,
1034,1,When I saw the baby I could not contain my excitement.,When I saw the baby I could not contain my excitement.,,
1035,13,I always felt happiest when leading others.,I always felt happiest when leading others.,,
1036,13,I inspired my colleagues to strive for excellence and teamwork.,I inspired my colleagues to strive for excellence and teamwork.,,
1037,14,I wanted to show off so I jumped off a roof to impress my friends and broke a leg.,I wanted to show off so I jumped off a roof to impress my friends and broke a leg.,,
1038,1,"I had to think for a long time, but my instincts were right.","I had to think for a long time, but my instincts were right.",,
1039,8,I like to race with others because it motivates me to achieve better results.,I like to race with others because it motivates me to achieve better results.,,
1040,2,"I didn't take that job, because my partner was against it.","I didn't take that job, because my partner was against it.",,
1041,15,My high sex drive could make me susceptible to impulsive decisions when I was younger.,My high sex drive could make me susceptible to impulsive decisions when I was younger.,,
1042,6,"I lifted it, but then my back hurt.","I lifted it, but then my back hurt.",,
1043,7,I'm looking forward to seeing how tanned I'll be in the summer.,I'm looking forward to seeing how tanned I'll be in the summer.,,
1044,6,I did not have enough strength to swim across the lake and had to return.,I did not have enough strength to swim across the lake and had to return.,,
1045,7,I asked for more samples of the face cream.,I asked for more samples of the face cream.,,
1046,8,I like to take risks and pursue new opportunities.,I like to take risks and pursue new opportunities.,,
1047,5,I like that I made a lot of new friends at that party.,I like that I made a lot of new friends at that party.,,
1048,10,"As the executive director of this company, I take the most important decisions regarding our future.","As the executive director of this company, I take the most important decisions regarding our future.",,
1049,16,"I like weightlifting, it's my favourite sport.","I like weightlifting, it's my favourite sport.",,
1050,8,I'm ready to fight for justice.,I'm ready to fight for justice.,,
1051,9,I am very confident.,I am very confident.,,
1052,15,I like seeing naked bodies.,I like seeing naked bodies.,,
1053,12,I knew how to save money.,I knew how to save money.,,
1054,1,I was so happy I was blinded by joy.,I was so happy I was blinded by joy.,,
1055,16,I'm sore because I was lifting heavy weights yesterday.,I'm sore because I was lifting heavy weights yesterday.,,
1056,4,"I would never sit on the bed in my day clothes, only in my pyjamas.","I would never sit on the bed in my day clothes, only in my pyjamas.",,
1057,9,I am able to deal successfully with hard situations.,I am able to deal successfully with hard situations.,,
1058,10,I always feel frustrated when I'm not in charge of a large project.,I always feel frustrated when I'm not in charge of a large project.,,
1059,9,I did not listen to them because I knew I was right.,I did not listen to them because I knew I was right.,,
1060,13,I have always motivated those around me to not be afraid to speak up.,I have always motivated those around me to not be afraid to speak up.,,
1061,14,I enjoyed playing the board game.,I enjoyed playing the board game.,,
1062,11,My partner left me alone with my kids and didn't tell me what I should do with them.,My partner left me alone with my kids and didn't tell me what I should do with them.,,
1063,3,I always wanted to have a big family and take care of it.,I always wanted to have a big family and take care of it.,,
1064,11,I don't like random actions with no plan.,I don't like random actions with no plan.,,
1065,11,I could easily recall that mathematical formula off the top of my head.,I could easily recall that mathematical formula off the top of my head.,,
1066,9,I had no doubt in my mind that I belonged in the spotlight.,I had no doubt in my mind that I belonged in the spotlight.,,
1067,16,My gym membership ended yesterday and I had to renew it.,My gym membership ended yesterday and I had to renew it.,,
1068,15,I'm addicted to sex.,I'm addicted to sex.,,
1069,10,I left my business card at your office.,I left my business card at your office.,,
1070,7,I would never leave home without making sure that I look presentable.,I would never leave home without making sure that I look presentable.,,
1071,8,I went skydiving with my friends.,I went skydiving with my friends.,,
1072,1,I am very grateful for the life I have been blessed to live.,I am very grateful for the life I have been blessed to live.,,
1073,13,I am the manager of this company.,I am the manager of this company.,,
1074,10,"Don't worry about my credentials, I am a professional.","Don't worry about my credentials, I am a professional.",,
1075,16,I did not even need help with assembling the furniture.,I did not even need help with assembling the furniture.,,
1076,7,I loved my body.,I loved my body.,,
1077,9,I'm simply the best.,I'm simply the best.,,
1078,6,"I painted my room, but then I slept for twelve hours straight.","I painted my room, but then I slept for twelve hours straight.",,
1079,4,I always did my homework on time.,I always did my homework on time.,,
1080,8,"I couldn't show them my real emotions, it'd be a sign of weakness.","I couldn't show them my real emotions, it'd be a sign of weakness.",,
1081,16,"I was extremely fast, my physical strength and explosive power propelled me to victory.","I was extremely fast, my physical strength and explosive power propelled me to victory.",,
1082,10,I always did it as well as possible.,I always did it as well as possible.,,
1083,3,I engaged in open and non-judgmental conversations with individuals who held different opinions or beliefs.,I engaged in open and non-judgmental conversations with individuals who held different opinions or beliefs.,,
1084,3,I initiated a conversation with a neighbor who was going through a difficult time.,I initiated a conversation with a neighbor who was going through a difficult time.,,
1085,2,"I tried to be friendly, although they didn't want to chat.","I tried to be friendly, although they didn't want to chat.",,
1086,3,I took my nephew to the lake and we fed the swans.,I took my nephew to the lake and we fed the swans.,,
1087,3,I spent time volunteering at a local hospital.,I spent time volunteering at a local hospital.,,
1088,12,I ordered the meal today.,I ordered the meal today.,,
1089,6,"I didn't know what to do, because I couldn't defend myself.","I didn't know what to do, because I couldn't defend myself.",,
1090,12,I invited my partner to the cinema.,I invited my partner to the cinema.,,
1091,9,I never worry about what others think.,I never worry about what others think.,,
1092,14,I was being silly.,I was being silly.,,
1093,1,I loved this house the second I saw it.,I loved this house the second I saw it.,,
1094,4,"I could never have a dog, I couldn't stand the hair.","I could never have a dog, I couldn't stand the hair.",,
1095,5,I miss company - I wish I had a friend here.,I miss company - I wish I had a friend here.,,
1096,5,I never had a problem with making new friends.,I never had a problem with making new friends.,,
1097,7,I would never go out without being properly dressed.,I would never go out without being properly dressed.,,
1098,3,I like it when I see that I have helped someone.,I like it when I see that I have helped someone.,,
1099,15,"I enjoyed sex and was ready to have it anytime, anywhere.","I enjoyed sex and was ready to have it anytime, anywhere.",,
1100,7,I got invited to a model casting.,I got invited to a model casting.,,
1101,16,I loved sports when I was younger.,I loved sports when I was younger.,,
1102,8,"When I saw a woman being beaten in the street, I immediately ran there.","When I saw a woman being beaten in the street, I immediately ran there.",,
1103,13,"As a leader, I'm expected to be in charge of difficult decisions.","As a leader, I'm expected to be in charge of difficult decisions.",,
1104,2,I lacked the confidence to get promoted.,I lacked the confidence to get promoted.,,
1105,4,I like to clean the house when nobody's home.,I like to clean the house when nobody's home.,,
1106,9,"I was a natural talent, I instantly became the best skater in my class after putting on the skates for the first time.","I was a natural talent, I instantly became the best skater in my class after putting on the skates for the first time.",,
1107,12,I handed out Christmas bonuses at the company.,I handed out Christmas bonuses at the company.,,
1108,10,"I'm directive at work, and caring at home.","I'm directive at work, and caring at home.",,
1109,16,Do you think I am strong enough?,Do you think I am strong enough?,,
1110,7,"My skin was soft and fair, my lips were full, and my hair thick, I knew I looked good.","My skin was soft and fair, my lips were full, and my hair thick, I knew I looked good.",,
1111,7,I hated that there was no mirror there because I didn't know how I looked.,I hated that there was no mirror there because I didn't know how I looked.,,
1112,5,"I like people, so I think I would be a great interpreter.","I like people, so I think I would be a great interpreter.",,
1113,9,"I would never allow anyone else to drive my car, I think nobody would be better at driving than I am.","I would never allow anyone else to drive my car, I think nobody would be better at driving than I am.",,
1114,1,I could not resist buying that bag even though it was over my budget.,I could not resist buying that bag even though it was over my budget.,,
1115,15,I have had so many relationships that I could write a book about it.,I have had so many relationships that I could write a book about it.,,
1116,9,"I don't wait for new opportunities, I create them myself.","I don't wait for new opportunities, I create them myself.",,
1117,3,I've decided to sort my wardrobe twice a year and give things to charity.,I've decided to sort my wardrobe twice a year and give things to charity.,,
1118,14,It would be great if I could be a kid forever.,It would be great if I could be a kid forever.,,
1119,13,I was chosen to be the interim team leader.,I was chosen to be the interim team leader.,,
1120,13,I became a CEO when I was only thirty years old.,I became a CEO when I was only thirty years old.,,
1121,15,I bought the Valentine's Day gift in a sexshop.,I bought the Valentine's Day gift in a sexshop.,,
1122,7,I was never satisfied with how I looked.,I was never satisfied with how I looked.,,
1123,5,I am good at socialising.,I am good at socialising.,,
1124,11,I don't like to talk about my feelings at all.,I don't like to talk about my feelings at all.,,
1125,13,I tried to act confident in order to motivate my team.,I tried to act confident in order to motivate my team.,,
1126,16,"Since I started to play football, I have stronger legs.","Since I started to play football, I have stronger legs.",,
1127,9,I am confident with my body.,I am confident with my body.,,
1128,7,"I wasn't permitted to wear such clothes in my old job, they'd think they reveal too much.","I wasn't permitted to wear such clothes in my old job, they'd think they reveal too much.",,
1129,9,I never stressed much.,I never stressed much.,,
1130,7,I got a henna tattoo while on vacation.,I got a henna tattoo while on vacation.,,
1131,4,I kept my clothes and linens clean and organized.,I kept my clothes and linens clean and organized.,,
1132,13,I brought a lot of investment into the company.,I brought a lot of investment into the company.,,
1133,1,I stayed up all night worrying about the job interview although I knew it did not matter whether I slept or not.,I stayed up all night worrying about the job interview although I knew it did not matter whether I slept or not.,,
1134,13,I've started rewarding people for their extra work.,I've started rewarding people for their extra work.,,
1135,11,"I didn't believe them, because they based their opinions on gossip.","I didn't believe them, because they based their opinions on gossip.",,
1136,7,I have always been admired by my friends and family for my looks.,I have always been admired by my friends and family for my looks.,,
1137,4,There was always something to do at home so I did it.,There was always something to do at home so I did it.,,
1138,11,I calmly assessed the traffic situation and chose an alternate route to avoid getting stuck.,I calmly assessed the traffic situation and chose an alternate route to avoid getting stuck.,,
1139,13,I finally saved the company.,I finally saved the company.,,
1140,1,I used to feel some very bad vibes or energies in this room.,I used to feel some very bad vibes or energies in this room.,,
1141,7,"I made the cake, but didn't eat it to stay slim.","I made the cake, but didn't eat it to stay slim.",,
1142,8,I was never afraid of heights.,I was never afraid of heights.,,
1143,13,"As the leader, I took charge of the team, guiding them towards success with my strategic vision and decision-making skills.","As the leader, I took charge of the team, guiding them towards success with my strategic vision and decision-making skills.",,
1144,5,Do you think I'm friendly?,Do you think I'm friendly?,,
1145,14,I decided to buy an album and collect stickers.,I decided to buy an album and collect stickers.,,
1146,4,I always carried wet napkins with me.,I always carried wet napkins with me.,,
1147,2,"I shouldn't be so loud, because people don't like it.","I shouldn't be so loud, because people don't like it.",,
1148,12,I made sure my children went to the best school.,I made sure my children went to the best school.,,
1149,4,I like to take long baths with essential oils and salt.,I like to take long baths with essential oils and salt.,,
1150,16,I effortlessly lifted the weight above my head.,I effortlessly lifted the weight above my head.,,
1151,1,I was screaming when they hit that car.,I was screaming when they hit that car.,,
1152,15,I am open to different experimentation in the field of sex.,I am open to different experimentation in the field of sex.,,
1153,7,I enjoyed the confidence boost that came from receiving compliments about my good looks.,I enjoyed the confidence boost that came from receiving compliments about my good looks.,,
1154,15,"There is no shame in having a varied sex life, I took pride in it when I was young.","There is no shame in having a varied sex life, I took pride in it when I was young.",,
1155,5,I am happiest when surrounded by people.,I am happiest when surrounded by people.,,
1156,7,"I like to wear gold accessories, silver is not for me.","I like to wear gold accessories, silver is not for me.",,
1157,11,I took a course in critical thinking.,I took a course in critical thinking.,,
1158,7,"I was popular, because I always looked good.","I was popular, because I always looked good.",,
1159,6,I was told not to go to an Islamic country alone under any circumstances.,I was told not to go to an Islamic country alone under any circumstances.,,
1160,4,I preferred cleaning the house and not going out.,I preferred cleaning the house and not going out.,,
1161,4,I am so obsessed with hygiene that I even wash chicken eggs.,I am so obsessed with hygiene that I even wash chicken eggs.,,
1162,4,I was happy when everything was perfectly cleaned.,I was happy when everything was perfectly cleaned.,,
1163,1,I was so angry I was screaming into my pillow.,I was so angry I was screaming into my pillow.,,
1164,5,"When there was covid, I was very afraid of quarantine, I didn't want to be alone.","When there was covid, I was very afraid of quarantine, I didn't want to be alone.",,
1165,9,I was sure I could do it.,I was sure I could do it.,,
1166,1,I knocked on wood to counteract a negative statement.,I knocked on wood to counteract a negative statement.,,
1167,16,I played sports for twenty years to get to where I am today.,I played sports for twenty years to get to where I am today.,,
1168,14,I told them a joke but I guess it went too far.,I told them a joke but I guess it went too far.,,
1169,5,I chose to stay with my friend instead of going home alone.,I chose to stay with my friend instead of going home alone.,,
1170,3,I decided to work at the shelter this summer.,I decided to work at the shelter this summer.,,
1171,15,I didn't like being led on and I wanted to get physical.,I didn't like being led on and I wanted to get physical.,,
1172,16,"I loved sports even as a child, I was always best at playing anything.","I loved sports even as a child, I was always best at playing anything.",,
1173,11,I ensured that my perspective was based on rational and credible sources.,I ensured that my perspective was based on rational and credible sources.,,
1174,16,I like going to the gym.,I like going to the gym.,,
1175,7,I like beauty products.,I like beauty products.,,
1176,5,I would rather live in a dorm with other students than alone in a flat.,I would rather live in a dorm with other students than alone in a flat.,,
1177,5,"Even though he was rude, I was friendly, as always.","Even though he was rude, I was friendly, as always.",,
1178,15,I was in an open relationship because I liked switching up my sexual partners.,I was in an open relationship because I liked switching up my sexual partners.,,
1179,3,I could never just ignore someone else's suffering.,I could never just ignore someone else's suffering.,,
1180,12,I ensured a strong financial foundation for my family's long-term goals.,I ensured a strong financial foundation for my family's long-term goals.,,
1181,16,I accidentally got into the fight but I could defend myself pretty well.,I accidentally got into the fight but I could defend myself pretty well.,,
1182,10,"I realise I'm tough sometimes, but discipline is what got me to this position.","I realise I'm tough sometimes, but discipline is what got me to this position.",,
1183,8,There was nothing in this world I couldn't do when I could walk.,There was nothing in this world I couldn't do when I could walk.,,
1184,11,I told them that no amount of wishful thinking equals proper preparations.,I told them that no amount of wishful thinking equals proper preparations.,,
1185,11,I made the logical choice.,I made the logical choice.,,
1186,2,My father used to be my main authority and now I am totally lost.,My father used to be my main authority and now I am totally lost.,,
1187,8,I drank an extraordinary amount of alcohol and still looked quite okay.,I drank an extraordinary amount of alcohol and still looked quite okay.,,
1188,13,I coordinated the rescue effort.,I coordinated the rescue effort.,,
1189,6,I packed a light suitcase to be able to carry it.,I packed a light suitcase to be able to carry it.,,
1190,13,I had to explain to them that I won't tolerate any back talk.,I had to explain to them that I won't tolerate any back talk.,,
1191,7,I looked in the mirror and couldn't help but admire myself.,I looked in the mirror and couldn't help but admire myself.,,
1192,7,I like expensive clothes because they don't get ruined so quickly.,I like expensive clothes because they don't get ruined so quickly.,,
1193,3,I wish I knew how they felt!,I wish I knew how they felt!,,
1194,6,My stomach could not handle that and I just threw up.,My stomach could not handle that and I just threw up.,,
1195,1,I cried because of what I was told.,I cried because of what I was told.,,
1196,14,I just wanted to have fun.,I just wanted to have fun.,,
1197,8,I ate the soup even though they warned me it might give me food poisoning.,I ate the soup even though they warned me it might give me food poisoning.,,
1198,3,I am grateful that I have children to take care of.,I am grateful that I have children to take care of.,,
1199,10,I am organised and efficient in my work.,I am organised and efficient in my work.,,
1200,4,I don't like when clothes get stained in the washing machine.,I don't like when clothes get stained in the washing machine.,,
1201,14,"I did not want to be in a committed relationship in my thirties, I wanted to party and live a carefree life.","I did not want to be in a committed relationship in my thirties, I wanted to party and live a carefree life.",,
1202,8,I'm happy to tackle whatever fate has in store for me.,I'm happy to tackle whatever fate has in store for me.,,
1203,9,What if I told you that I am always right?,What if I told you that I am always right?,,
1204,8,I came up with swimming across the river in the middle of a storm.,I came up with swimming across the river in the middle of a storm.,,
1205,11,I always wanted to be a scientist.,I always wanted to be a scientist.,,
1206,9,I am a stand-up comedian.,I am a stand-up comedian.,,
1207,16,"I started swimming twice a week and it shows, not only physically but mentally as well.","I started swimming twice a week and it shows, not only physically but mentally as well.",,
1208,6,I had to call a friend to help me because I was too weak to carry the wardrobe.,I had to call a friend to help me because I was too weak to carry the wardrobe.,,
1209,11,"I never showed my emotions, I preferred to solve my problems by thinking rationally.","I never showed my emotions, I preferred to solve my problems by thinking rationally.",,
1210,8,The situation was rather sketchy but I never even flinched.,The situation was rather sketchy but I never even flinched.,,
1211,16,I endured the worst nightmares without ever asking for help.,I endured the worst nightmares without ever asking for help.,,
1212,6,I guess these endurance sports were never really for weaklings like me.,I guess these endurance sports were never really for weaklings like me.,,
1213,13,"At work, I regularly stepped up to lead team meetings.","At work, I regularly stepped up to lead team meetings.",,
1214,9,I did not feel any stage fright when I was supposed to perform.,I did not feel any stage fright when I was supposed to perform.,,
1215,14,People keep telling me that I'm a child in an adult body and I'm happy for that.,People keep telling me that I'm a child in an adult body and I'm happy for that.,,
1216,13,I would like the people around me to know that they can always count on me.,I would like the people around me to know that they can always count on me.,,
1217,16,"Breaking through concrete and bricks, I embraced the rough physicality of the demolition job.","Breaking through concrete and bricks, I embraced the rough physicality of the demolition job.",,
1218,5,I am very active in my neighbourhood community.,I am very active in my neighbourhood community.,,
1219,3,I baked a batch of cookies for the Christmas party.,I baked a batch of cookies for the Christmas party.,,
1220,3,I always wanted to be an engineer but I felt that my kids would need me so I became a cleaner.,I always wanted to be an engineer but I felt that my kids would need me so I became a cleaner.,,
1221,12,I didn't mind my health as long as I could keep that position.,I didn't mind my health as long as I could keep that position.,,
1222,16,In elementary school I competed in several disciplines.,In elementary school I competed in several disciplines.,,
1223,15,I always thought it was okay to have sex before marriage.,I always thought it was okay to have sex before marriage.,,
1224,9,"I could afford to refuse the job, because I was sure other offers would quickly appear.","I could afford to refuse the job, because I was sure other offers would quickly appear.",,
1225,3,I understood being in love and making short-sighted decisions.,I understood being in love and making short-sighted decisions.,,
